ReporterName,PartnerName,TradeFlow,year_1992,year_1993,year_1994,year_1995,year_1996,year_1997,year_1998,year_1999,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020
Singapore,"Korea, Rep.",Import,2375672.32,2742934.272,3929306.624,5405433.856,4512159.232,4079757.312,3046880.512,4169551.104,4814916.063,3821836.029,4298875.355,4972750.655,7012844.113,8651796.26,10688800.88,12864631.36,18135057.31,14095876.57,18158021.96,22013697.63,25931349.77,24108404.64,21822060.74,18313898.21,17016596.36,16180463.24,14192811.02,13701135.37,15545477.56
Singapore,Malaysia,Import,10615826.43,14041286.66,16805600.26,19267844.1,19722596.35,19904944.13,15722564.61,17285859.33,22832003.86,20092955.32,21213535.38,21551039.18,24972500.46,27336003.45,31179405.55,34443448.03,38183045.24,28530424.43,36431454.2,39184530.15,40482211.05,40877413.29,39068133.14,33067696.41,32235199.87,38859613.28,42774627.73,41689717.89,41706100.86
Singapore,Thailand,Import,2680622.336,3515747.328,4904335.36,6423328.768,7175494.144,6790526.464,4862132.736,5247445.504,5800062.273,5162251.171,5409048.402,5504801.487,6704612.234,7573211.213,8772129.54,8532795.353,11393267.27,8229861.964,10281195.72,11393271.5,10137760.53,9304485.575,8771369.68,8029691.719,7210451.615,7171757.181,8291493.491,7656506.025,9779563.456
Singapore,United States,Import,11879899.14,13852620.8,15701682.18,18740273.15,21551812.61,22376691.71,18831138.82,19017172.99,20269798.96,19148654.68,16599855.77,17982771.38,20700503.77,23490222.44,30279002.99,32704657.06,37919089.29,29216308.95,35622014.15,39011167.07,38690418.26,38952699.45,38287217.43,33519798.48,30999017.27,34619093.58,42103028.66,43939381.12,35153526.49
Singapore,Vietnam,Import,129295.32,352367.584,451428.736,449140.256,436087.008,543787.712,424760.512,524182.24,818960.08,852523.146,937343.995,1024794.157,1401558.633,1816551.486,1651564.766,2142544.205,2431456.711,2318679.075,1610451.049,1658819.128,2245854.11,3057388.368,3200066.925,3597200.834,3002346.174,3358127.808,3466519.468,3646547.152,4010905.309
Singapore,Australia,Export,1508850.048,1673640.064,2293830.144,2593762.304,2846854.144,2914578.432,3155037.184,3171647.488,3206923.166,3160140.47,3370709.188,4714160.72,6609680.688,8513010.639,10392290.19,11319563.18,14201620.9,10610492.48,12601701.51,16078722.86,17014864.27,15528347.55,15452736.74,11537251.21,9370331.47,10005548.58,12670165.61,11295485,8549908.981
Singapore,China,Export,1112303.488,1900103.808,2107440.64,2760820.48,3392856.832,4065540.352,4063504.128,3920908.544,5380092.918,5330287.511,6858759.133,10128127.38,15371494.9,19757037.7,26495628.98,28927263.95,31085304.46,26311819.04,36361069.2,42692809.29,44255388.22,49262160.79,54694071.12,51421808.64,44351818.28,54038553.03,50396448.53,51619173.35,51339112.15
Singapore,Germany,Export,2695271.68,2940284.672,3437095.936,4000287.232,3839003.648,3621342.208,3327554.56,3259207.936,4275225.135,4294859.319,4057334.567,4378242.684,6235551.309,6306140.62,6561315.023,5945155.151,6651954.604,4148046.78,6150565.5,6689558.764,5955295.837,5841148.769,5388968.419,5548920.002,5734625.189,6195374.233,6415097.584,5844394.599,5553582.549
Singapore,Japan,Export,4825224.704,5526211.584,6797241.344,9224521.728,10251606.02,8837776.384,7230547.968,8511981.568,10400182.23,9332727.972,8939659.852,9690096.089,11560622.06,12551337.37,14857375.47,14387840.6,16659803.01,12283092.59,16410345.32,18373432.56,18082347.92,17578302.61,16746659.24,15287522.31,14562067.51,17056689.22,19992829.12,17632782.23,17860263.18
Singapore,"Korea, Rep.",Export,1428102.912,2060070.016,2543953.92,3245064.192,3796370.432,3692097.536,2566377.984,3557627.392,4913016.633,4686246.556,5208618.371,6075917.259,7387282.177,8051989.507,8818322.636,10627859.63,12283886.94,12569552.51,14364230.02,15480415.87,16575854.08,16619051.16,16691931.4,14484028.04,14520548.69,16743891.98,15653823.46,15209886.67,16753014.78
Singapore,Malaysia,Export,7938259.456,10494647.3,19117996.03,22679674.88,22512828.42,21820801.02,16745517.06,18984970.24,25025862.74,21120879.27,21805452.67,23104767.32,27268118.81,30568268.11,35898026.87,38894239.55,41144666.91,31189843.41,42367420.95,50999151.12,51567795.65,51893906.95,50111707.58,38673587.35,35634043.83,39579728.85,44891022.99,41152416.1,33263819.66
Singapore,Thailand,Export,3956258.56,4215216.64,5380104.704,6828181.504,7096587.776,5745554.944,4208766.208,5038400,5864887.231,5297679.453,5710467.168,6170551.761,7740069.538,9425946.822,11494251.36,12549079.3,13570217,10113044.09,12704219.02,14124825.77,16013193.58,15367090.13,15530791.24,14081111.68,13765782.33,14691352.12,15555646.31,15354007.47,14105268.97
Singapore,United States,Export,13392945.15,15062460.42,18177120.26,21589948.42,23063386.11,23024951.3,21868097.54,22055847.94,23891130.94,18740999.51,19093799.48,20557838.84,23293557.66,23870564.43,27635188.78,26675303.37,24169856.16,17709243.26,22951029.87,22205372.08,22415798.73,23262563.06,23145422.29,23225799.66,22754002.94,24183047.15,31863382.66,34401076.8,40225652.11
Singapore,Vietnam,Export,385915.872,980185.408,1334286.08,1791125.248,1716078.848,1665509.376,1513683.072,1494782.848,2092072.184,2104894.047,2084889.231,2408541.489,3176360.866,4420969.743,5457758.947,6510626.543,8732181.478,6979135.365,7393212.353,10141844.33,10087067.19,10331483.25,12223900.72,12122442.05,11353589.33,12294273.58,12025099.06,12961245.97,12429039.94
Thailand,Australia,Import,912187.968,951024.192,1074446.336,1320898.816,1400891.52,1277488.256,892445.799,976334.87,1161323.353,1355248.529,1502558.442,1584084.566,2206083.879,3244940.435,3437098.219,3945011.851,5156496.856,3787268.758,5895853.15,7945151.146,5446459.885,5476692.375,5413800.829,4210044.292,3417690.359,4416209.365,5934931.847,3645362.195,3410262.024
Thailand,China,Import,1219869.056,1090449.152,1387632.64,2094621.184,1953412.736,2255084.288,1811858.381,2494975.661,3369097.63,3715825.487,4932099.562,6065207.116,8187808.536,11157870.68,13617176.19,16979861.8,20045768.98,17028921.05,24239367.07,30581153.42,36956544.13,37726632.75,38498344.67,41065237.4,42029998.4,44239200.8,49952835.35,45792891.69,49848991.96
Thailand,Germany,Import,2164056.32,2482176,3182110.208,3749020.416,3654491.392,2956293.888,1843735.829,1586875.484,1947482.841,2562512.462,2455794.454,2538441.383,2840714.605,3199505.78,3283517.275,3917986.243,4491412.74,3473609.676,4629318.899,5389764.787,5975743.915,6113205.985,5913347.729,5541115.043,5862103.03,6071128.042,6756550.242,5789566.231,5212319.564
Thailand,Japan,Import,11906780.16,13961977.86,16435078.14,21622120.45,20444743.68,15974348.8,10179957.91,12253486.16,15285318.99,13811060.33,14889173.79,18260387.76,22381169.6,26049683.78,25842605.94,30032902.95,33420401.5,25023287.02,37856128.94,42162111.54,49579946.19,41082107.31,35710527.08,31235861.72,30672854.52,32053688.45,35259619.23,30296998.01,27711670.57
Thailand,"Korea, Rep.",Import,1785876.224,1947750.4,1978019.456,2474113.28,2683155.968,2230751.488,1499647.855,1766207.047,2164239.082,2121588.656,2526767.857,2914402.625,3584112.184,3872390.556,5088068.815,5558727.266,6829898.202,5422865.023,8056528.353,9198616.74,8970937.572,9056583.722,8540372.062,7039280.257,7282784.671,7997641.753,8847410.519,7880349.281,7660701.528
Thailand,Malaysia,Import,1595821.568,1673988.992,2647896.832,3234287.36,3606226.688,2972951.552,2187044.496,2511465.021,3342142.677,3077178.532,3642937.434,4536794.222,5550548.602,8088424.495,8462138.628,8679783.325,9677676.176,8575320.368,10708895.87,12326055.11,13105839.78,13247484.22,12745922.58,11917253.85,10791194.62,11582594.3,13349854.57,11884318.12,10280141.76
Thailand,Singapore,Import,2970538.752,2969572.352,3437246.72,4161392.64,4001942.784,3146150.656,2392510.876,2981467.532,3402304.594,2850520.111,2904727.374,3269142.31,4156890.447,5380775.915,5725773.525,6294987.002,7070233.111,5723492.707,6294235.66,7787265.708,7831971.613,8226214.063,7879010.469,7164354.824,6510857.132,7891859.559,7695707.836,6835127.99,7567640.774
Thailand,United States,Import,4775200.256,5381390.336,6448010.752,8509770.752,9039620.096,8685265.92,6050060.576,6427084.628,7291844.062,7183992.178,6202703.585,7179613.181,7267842.364,8723675.724,8674610.356,9610866.732,11487680.37,8437211.994,10750782.59,13472810.4,13033712.82,14706026.55,14675262.28,13958721.83,12126651.38,14897084.2,15201010.66,16062077.26,15131075.04
Thailand,Vietnam,Import,80247.864,84743.152,39172.168,43095.192,65724.76,186065.344,233616.784,229097.197,330964.486,326888.609,240221.214,336789.989,439283.088,893509.386,906359.712,1113261.087,1441592.112,1385390.294,1396708.552,2027100.638,2986331.493,3268955.187,3937621.45,4050387.775,4414543.763,4955105.949,5709016.581,5010303.65,5496472.884
Thailand,Australia,Export,525035.52,511841.792,642103.808,777552.832,840873.792,958165.568,974173.136,1315743.125,1618233.017,1358598.241,1640319.462,2166932.36,2461476.561,3161225.959,4371195.362,5747496.449,7909554.212,8579114.717,9369584.237,7997079.218,9762751.816,10348939.09,9298849.155,9768022.861,10309394.24,10504775.13,10777567.76,9495701.609,9798149.824
